topology;economy;slot;archetype;label;archetype_name;d_LL_target;d_SL_target;d_SS_target;proj_residual_km;d_LL;d_SS;S1_L1;S1_L2;S2_L1;S2_L2;S1_near;S1_far;S1_centrality;S2_near;S2_far;S2_centrality;d_SL_mean;rho_comp;Large_cluster1_x;Large_cluster1_y;Large_cluster1_lon;Large_cluster1_lat;Large_cluster2_x;Large_cluster2_y;Large_cluster2_lon;Large_cluster2_lat;Small_cluster1_x;Small_cluster1_y;Small_cluster1_lon;Small_cluster1_lat;Small_cluster2_x;Small_cluster2_y;Small_cluster2_lon;Small_cluster2_lat
1383;173;C_near;C;C2;both small midway between the hubs;585.7165526598692;376.96501538157463;533.1776795908809;0.04632333255631238;585.7165526598692;533.1776795908809;415.87970072367756;376.96501538157463;415.87970072367756;376.96501538157463;376.96501538157463;415.87970072367756;0.9064280240791099;376.96501538157463;415.87970072367756;0.9064280240791099;376.96501538157463;0.7071978271659817;0.0;0.0;4.4777;51.9244;585.7165526598692;0.0;12.999540833724867;51.72453883116;319.19635958221176;266.58883979544044;9.309545956175553;54.287169365339274;319.19635958221176;-266.58883979544044;8.972068745448022;49.49631454305824
1384;173;C_far;C;C1;both small midway between the hubs;952.3120552301407;471.622521430254;147.76561046019197;0.010425920547845635;952.3120552301407;147.76561046019197;471.6225214302539;492.09061918503875;471.6225214302539;492.09061918503875;471.6225214302539;492.09061918503875;0.9584058363301409;471.6225214302539;492.09061918503875;0.9584058363301409;471.6225214302539;0.1566566520318775;0.0;0.0;4.4777;51.9244;952.3120552301407;0.0;18.242202661670852;51.25825252442584;465.79945664584244;73.88280523009598;11.343545033450122;52.46253876502586;465.79945664584244;-73.88280523009598;11.179869821994055;51.137495495506386
1385;174;A_near;A;A;both small near Large_cluster1 (the larger hub);1424.7442467138171;351.8980424851179;598.6218310892582;0.1249675161916457;1424.7442467138171;598.6218310892582;351.8980424851179;1275.3107163227812;351.8980424851179;1275.3107163227812;351.8980424851179;1275.3107163227812;0.2759312205105414;351.8980424851179;1275.3107163227812;0.2759312205105414;351.8980424851179;0.8505614678356366;0.0;0.0;4.4777;51.9244;1424.7442467138171;0.0;24.90966688376523;50.58725965120674;185.05460853676075;299.3109155446291;7.175477229370524;54.64668177495546;185.05460853676075;-299.3109155446291;7.171267883588657;49.26210218377314
1386;174;A_far;A;A;both small near Large_cluster1 (the larger hub);720.1986552216113;487.01242469251156;675.1447899267077;0.1291727008486987;720.1986552216113;675.1447899267077;487.01242469251156;1123.1642414377668;487.01242469251156;1123.1642414377668;487.01242469251156;1123.1642414377668;0.43360748742239613;487.01242469251156;1123.1642414377668;0.43360748742239613;487.01242469251156;0.6931494513235249;0.0;0.0;4.4777;51.9244;720.1986552216113;0.0;14.891819689984604;51.38325394335305;-351.0355821901601;337.5723949633539;-0.9488980958709146;54.88123706573829;-351.0355821901601;-337.5723949633539;-0.3727037200262868;48.82027510909468
1387;174;B_near;B;B;both small near Large_cluster2 (the smaller hub);1424.7442467138171;351.8980424851179;598.6218310892582;0.12496752258789456;1424.7442467138171;598.6218310892582;1275.3107163227812;351.8980424851179;1275.3107163227812;351.8980424851179;351.8980424851179;1275.3107163227812;0.2759312205105414;351.8980424851179;1275.3107163227812;0.2759312205105414;351.8980424851179;0.8505614678356366;0.0;0.0;4.4777;51.9244;1424.7442467138171;0.0;24.901425545520357;50.56619465341629;1239.6896381770564;299.3109155446291;23.28519648875739;53.56999086901891;1239.6896381770564;-299.3109155446291;21.499494821009378;48.303834105620744
1388;174;B_far;B;B;both small near Large_cluster2 (the smaller hub);720.1986552216113;487.01242469251156;675.1447899267077;0.1291726795084287;720.1986552216113;675.1447899267077;1123.1642414377668;487.01242469251156;1123.1642414377668;487.01242469251156;487.01242469251156;1123.1642414377668;0.43360748742239613;487.01242469251156;1123.1642414377668;0.43360748742239613;487.01242469251156;0.6931494513235249;0.0;0.0;4.4777;51.9244;720.1986552216113;0.0;14.835796691309593;51.17935926059771;1071.2342374117713;337.5723949633539;20.9896222543941;53.42639442258694;1071.2342374117713;-337.5723949633539;18.600343353602764;47.54749558410639
1389;174;D_near;D;D;one small cluster per hub;454.23242803663015;272.9639984667301;931.672153621912;0.012803163769945058;454.23242803663015;931.672153621912;272.9639984667301;705.4821393435432;705.4821393435432;272.9639984667301;272.9639984667301;705.4821393435432;0.38691836865030393;272.9639984667301;705.4821393435432;0.38691836865030393;272.9639984667301;1.7065843093873563;0.0;0.0;4.4777;51.9244;454.23242803663015;0.0;11.08643825131978;51.760925192007385;-238.71986279264092;132.37133967444663;0.8934574995975845;53.04871927156948;692.9522908292711;132.37133967444663;14.78651086764634;52.70569937421263
1390;174;D_far;D;D;one small cluster per hub;968.5181305743754;442.3685509711504;542.2079565003514;0.10256987134982865;968.5181305743754;542.2079565003514;442.3685509711504;849.0160017930098;849.0160017930098;442.3685509711504;442.3685509711504;849.0160017930098;0.5210367649572286;442.3685509711504;849.0160017930098;0.5210367649572286;442.3685509711504;0.6128464097527043;0.0;0.0;4.4777;51.9244;968.5181305743754;0.0;18.55082438724955;51.54933335849161;213.15508703701198;387.62719687679186;7.511067072494017;55.474889304496806;755.3630435373634;387.62719687679186;16.08407166998453;55.24600473443238
1391;174;C_near;C;C2;both small midway between the hubs;454.11774441599846;242.82571487128735;212.57201060652733;0.008635131362950688;454.11774441599846;212.57201060652733;258.6367750900177;242.82571487128735;258.6367750900177;242.82571487128735;242.82571487128735;258.6367750900177;0.9388677027339698;242.82571487128735;258.6367750900177;0.9388677027339698;242.82571487128735;0.43770490023925934;0.0;0.0;4.4777;51.9244;454.11774441599846;0.0;11.086591970681402;51.77205183770284;235.78860554666122;106.28600530326366;7.9767455114365475;52.84665582193978;235.78860554666122;-106.28600530326366;7.855578398284021;50.93637566889438
1392;174;C_far;C;C1;both small midway between the hubs;713.0174829624593;425.86214132606983;526.9188395701349;0.0655366519757763;713.0174829624593;526.9188395701349;425.86214132606983;461.1088367451224;425.86214132606983;461.1088367451224;425.86214132606983;461.1088367451224;0.9235610064039281;425.86214132606983;461.1088367451224;0.9235610064039281;425.86214132606983;0.6186495445796025;0.0;0.0;4.4777;51.9244;713.0174829624593;0.0;14.832556034751665;51.58985805062141;334.5858597450602;263.45941978506744;9.54967709758759;54.24752813022744;334.5858597450602;-263.45941978506744;9.180317547764915;49.51386580769599
1393;175;A_near;A;A;both small near Large_cluster1 (the larger hub);1211.3095329143107;211.81918270885944;388.5989517904818;0.03811061317247777;1211.3095329143107;388.5989517904818;211.81918270885944;1143.5855775403543;211.81918270885944;1143.5855775403543;211.81918270885944;1143.5855775403543;0.18522372690677352;211.81918270885944;1143.5855775403543;0.18522372690677352;211.81918270885944;0.9172893286171396;0.0;0.0;4.4777;51.9244;1211.3095329143107;0.0;21.868001039739625;50.783123586562475;84.35093259877974;194.2994758952409;5.711565277048124;53.676903088271644;84.35093259877974;-194.2994758952409;5.700833806936456;50.18181729582621
1394;175;A_far;A;A;both small near Large_cluster1 (the larger hub);775.6045706570148;405.780903249979;435.28619688004255;0.056919999320598436;775.6045706570148;435.28619688004255;405.78090324997896;484.7361282834065;405.78090324997896;484.7361282834065;405.78090324997896;484.7361282834065;0.8371171026326606;405.78090324997896;484.7361282834065;0.8371171026326606;405.78090324997896;0.5363561880238201;0.0;0.0;4.4777;51.9244;775.6045706570148;0.0;15.730032813516598;51.516909880008626;342.47572635706024;217.64309844002128;9.634402419509398;53.832125377222255;342.47572635706024;-217.64309844002128;9.319223501322908;49.92203880951734
1395;175;B_near;B;B;both small near Large_cluster2 (the smaller hub);1211.3095329143107;211.81918270885944;388.5989517904818;0.03811061651222758;1211.3095329143107;388.5989517904818;1143.5855775403543;211.81918270885947;1143.5855775403543;211.81918270885947;211.81918270885947;1143.5855775403543;0.18522372690677352;211.81918270885947;1143.5855775403543;0.18522372690677352;211.81918270885947;0.9172893286171395;0.0;0.0;4.4777;51.9244;1211.3095329143107;0.0;21.956953750682267;51.04463073882607;1126.958600315531;194.2994758952409;21.301444573195774;52.90595018506826;1126.958600315531;-194.2994758952409;20.281391675460704;49.46972944406133
1396;175;B_far;B;B;both small near Large_cluster2 (the smaller hub);775.6045706570148;405.780903249979;435.28619688004255;0.056919998790704085;775.6045706570148;435.28619688004255;484.7361282834065;405.78090324997896;484.7361282834065;405.78090324997896;405.78090324997896;484.7361282834065;0.8371171026326606;405.78090324997896;484.7361282834065;0.8371171026326606;405.78090324997896;0.5363561880238201;0.0;0.0;4.4777;51.9244;775.6045706570148;0.0;15.72861561995631;51.510457069073894;433.1288442999546;217.64309844002128;11.01465390357339;53.77838439383219;433.1288442999546;-217.64309844002128;10.579307603446981;49.87270692424758
1397;175;D_near;D;D;one small cluster per hub;702.8139210306108;311.4204205572605;856.7301181145012;0.06852150284578329;702.8139210306108;856.7301181145012;311.4204205572605;836.1247107442358;836.1247107442358;311.4204205572605;311.4204205572605;836.1247107442358;0.3724569033249415;311.4204205572605;836.1247107442358;0.3724569033249415;311.4204205572605;1.3755201354192752;0.0;0.0;4.4777;51.9244;702.8139210306108;0.0;14.67993863285184;51.58064181945242;-76.95809854194522;301.7617096466503;3.2024295768339313;54.61913308440331;779.772019572556;301.7617096466503;16.433563446424124;54.17363760398373
1398;175;D_far;D;D;one small cluster per hub;949.5032602921128;470.0614247471094;205.67170605063438;0.028388048841861746;949.5032602921128;205.67170605063438;470.0614247471094;645.1695114310663;645.1695114310663;470.0614247471094;470.0614247471094;645.1695114310663;0.7285859241929376;470.0614247471094;645.1695114310663;0.7285859241929376;470.0614247471094;0.21877109588527147;0.0;0.0;4.4777;51.9244;949.5032602921128;0.0;18.263646032738677;51.504366280739156;371.9157771207392;287.46547229877723;10.031339265702238;54.53904153115873;577.5874831713736;287.46547229877723;13.211228564331998;54.44191655296874
1399;175;C_near;C;C2;both small midway between the hubs;720.1148578897119;377.2807087749243;231.26326827332377;0.017925882298413853;720.1148578897119;231.26326827332377;379.05812642807325;377.2807087749243;379.05812642807325;377.2807087749243;377.2807087749243;379.05812642807325;0.9953109628069503;377.2807087749243;379.05812642807325;0.9953109628069503;377.2807087749243;0.3064870040987033;0.0;0.0;4.4777;51.9244;720.1148578897119;0.0;14.936980097857036;51.59791767930493;360.9908425404256;115.63163413666189;9.827408970639064;52.91541552516656;360.9908425404256;-115.63163413666189;9.656306543198578;50.838245635458904
1400;175;C_far;C;C1;both small midway between the hubs;841.4357011206448;472.09109738469124;529.7130769118667;0.08654142343664262;841.4357011206448;529.7130769118667;472.09109738469124;522.7099553222617;472.09109738469124;522.7099553222617;472.09109738469124;522.7099553222617;0.903160715761836;472.09109738469124;522.7099553222617;0.903160715761836;472.09109738469124;0.5610284538793381;0.0;0.0;4.4777;51.9244;841.4357011206448;0.0;16.66755300239675;51.417093851001695;390.79536623023404;264.85653845593333;10.422060350264365;54.22338763922444;390.79536623023404;-264.85653845593333;9.947235130920967;49.46807993700189
1401;176;A_near;A;A;both small near Large_cluster1 (the larger hub);721.5226667933166;141.243539378047;104.1449885815382;0.003753575091877792;721.5226667933166;104.1449885815382;141.243539378047;592.520946202413;141.243539378047;592.520946202413;141.243539378047;592.520946202413;0.2383772932979087;141.243539378047;592.520946202413;0.2383772932979087;141.243539378047;0.3686716894809176;0.0;0.0;4.4777;51.9244;721.5226667933166;0.0;14.936756727037737;51.49979284823099;131.29429825539162;52.0724942907691;6.4073823829966745;52.3847229215739;131.29429825539162;-52.0724942907691;6.3772683282945835;51.448300537860895
1402;176;A_far;A;A;both small near Large_cluster1 (the larger hub);739.6446160972118;379.47810031473637;353.51983960717916;0.03848789132848651;739.6446160972118;353.51983960717916;379.47810031473637;440.8367560203233;379.47810031473637;440.8367560203233;379.47810031473637;440.8367560203233;0.860813203827409;379.47810031473637;440.8367560203233;0.860813203827409;379.47810031473637;0.4657974192897724;0.0;0.0;4.4777;51.9244;739.6446160972118;0.0;15.216453587731376;51.569662485684084;335.7969019653244;176.75991980358958;9.497844837303573;53.47272789412989;335.7969019653244;-176.75991980358958;9.256866154158965;50.29675684854216
1403;176;B_near;B;B;both small near Large_cluster2 (the smaller hub);721.5226667933166;141.243539378047;104.1449885815382;0.003753574960228434;721.5226667933166;104.1449885815382;592.520946202413;141.24353937804696;592.520946202413;141.24353937804696;141.24353937804696;592.520946202413;0.23837729329790866;141.24353937804696;592.520946202413;0.23837729329790866;141.24353937804696;0.3686716894809177;0.0;0.0;4.4777;51.9244;721.5226667933166;0.0;14.952309428494269;51.572989442821175;590.228368537925;52.0724942907691;13.138008391677669;52.17197927686317;590.228368537925;-52.0724942907691;12.987143992269903;51.24004979204268
1404;176;B_far;B;B;both small near Large_cluster2 (the smaller hub);739.6446160972118;379.47810031473637;353.51983960717916;0.038487889176735735;739.6446160972118;353.51983960717916;440.8367560203233;379.47810031473637;440.8367560203233;379.47810031473637;379.47810031473637;440.8367560203233;0.860813203827409;379.47810031473637;440.8367560203233;0.860813203827409;379.47810031473637;0.4657974192897724;0.0;0.0;4.4777;51.9244;739.6446160972118;0.0;15.21519891516692;51.563567780559296;403.8477141318874;176.75991980358958;10.525948075494542;53.435336169647286;403.8477141318874;-176.75991980358958;10.21048387281711;50.26185797949476
1405;176;D_near;D;D;one small cluster per hub;835.413449537009;269.60329934954643;505.346274189651;0.03156120578728405;835.413449537009;505.346274189651;269.60329934954643;703.4621618478229;703.4621618478229;269.60329934954643;269.60329934954643;703.4621618478229;0.3832520268629155;269.60329934954643;703.4621618478229;0.3832520268629155;269.60329934954643;0.9372034307607986;0.0;0.0;4.4777;51.9244;835.413449537009;0.0;16.58037554939008;51.42617751517874;165.033587673679;213.18971354105068;6.934858746014179;53.84305550128361;670.37986186333;213.18971354105068;14.593577143961738;53.52735144314517
1406;176;D_far;D;D;one small cluster per hub;824.3025586940348;439.4149135798216;516.2008765153587;0.09508262860913419;824.3025586940348;516.2008765153587;439.4149135798216;786.5056704106307;786.5056704106307;439.4149135798216;439.4149135798216;786.5056704106307;0.5586926199151308;439.4149135798216;786.5056704106307;0.5586926199151308;439.4149135798216;0.5873729595452029;0.0;0.0;4.4777;51.9244;824.3025586940348;0.0;16.462115398655534;51.628860605558884;154.05084108933806;411.5261894898423;6.639276708111156;55.664245627906396;670.2517176046968;411.5261894898423;14.843950152024592;55.46168719116635
1407;176;C_near;C;C1;both small midway between the hubs;828.5157941281796;411.16400584578514;255.20849898457527;0.025290758844448646;828.5157941281796;255.20849898457527;411.16400584578514;455.8769666712484;411.16400584578514;455.8769666712484;411.16400584578514;455.8769666712484;0.9019187980652955;411.16400584578514;455.8769666712484;0.9019187980652955;411.16400584578514;0.310348784616492;0.0;0.0;4.4777;51.9244;828.5157941281796;0.0;16.486486507734444;51.45167186305738;390.86186206211374;127.60424949228764;10.286164803516524;52.999724159924284;390.86186206211374;-127.60424949228764;10.066581802815612;50.70851645097575
1408;176;C_far;C;C2;both small midway between the hubs;918.3797088451684;493.028062582016;359.5431188121438;0.0528712842940422;918.3797088451684;359.5431188121438;493.22370536077483;493.028062582016;493.22370536077483;493.028062582016;493.028062582016;493.22370536077483;0.9996033386541798;493.028062582016;493.22370536077483;0.9996033386541798;493.028062582016;0.3646274381717706;0.0;0.0;4.4777;51.9244;918.3797088451684;0.0;17.761150937543558;51.30686758037175;459.2949052172488;179.7715594060719;11.370202283534956;53.415269815107195;459.2949052172488;-179.7715594060719;10.976553001862063;50.19079580295156
1409;177;A_near;A;A;both small near Large_cluster1 (the larger hub);949.5102040469646;192.9385669529438;305.3127568215132;0.026754065494742463;949.5102040469646;305.3127568215132;192.9385669529438;845.4182812161098;192.9385669529438;845.4182812161098;192.9385669529438;845.4182812161098;0.2282166960896649;192.9385669529438;845.4182812161098;0.2282166960896649;192.9385669529438;0.7912175404930227;0.0;0.0;4.4777;51.9244;949.5102040469646;0.0;18.207756953804463;51.28073441366426;117.98864669266898;152.6563784107566;6.208315476376275;53.30507493965552;117.98864669266898;-152.6563784107566;6.188107535518487;50.55918190439569
1410;177;A_far;A;A;both small near Large_cluster1 (the larger hub);827.7289001271129;397.13878594338894;280.2593940868974;0.029870681494230666;827.7289001271129;280.2593940868974;397.13878594338894;477.17336327563197;397.13878594338894;477.17336327563197;397.13878594338894;477.17336327563197;0.8322735854683232;397.13878594338894;477.17336327563197;0.8322735854683232;397.13878594338894;0.3528481780256633;0.0;0.0;4.4777;51.9244;827.7289001271129;0.0;16.475505025207173;51.453497330672114;371.5950528560629;140.1296970434487;10.00921575540794;53.122728207830306;371.5950528560629;-140.1296970434487;9.784110769283464;50.60603558786284
1411;177;B_near;B;B;both small near Large_cluster2 (the smaller hub);949.5102040469646;192.9385669529438;305.3127568215132;0.02675406612502229;949.5102040469646;305.3127568215132;845.4182812161098;192.93856695294383;845.4182812161098;192.93856695294383;192.93856695294383;845.4182812161098;0.22821669608966497;192.93856695294383;845.4182812161098;0.22821669608966497;192.93856695294383;0.7912175404930226;0.0;0.0;4.4777;51.9244;949.5102040469646;0.0;18.27612903878867;51.55670947944497;831.5215573542956;152.6563784107566;16.8415621272588;53.05366535310719;831.5215573542956;-152.6563784107566;16.335680691720587;50.325691184214314
1412;177;B_far;B;B;both small near Large_cluster2 (the smaller hub);827.7289001271129;397.13878594338894;280.2593940868974;0.02987068176810226;827.7289001271129;280.2593940868974;477.17336327563197;397.13878594338894;477.17336327563197;397.13878594338894;397.13878594338894;477.17336327563197;0.8322735854683232;397.13878594338894;477.17336327563197;0.8322735854683232;397.13878594338894;0.3528481780256633;0.0;0.0;4.4777;51.9244;827.7289001271129;0.0;16.473616005802576;51.44547998310123;456.13384727104994;140.1296970434487;11.27423685465721;53.06848356861472;456.13384727104994;-140.1296970434487;10.976355437509751;50.55468926090528
1413;177;D_near;D;D;one small cluster per hub;608.3271948620677;167.59846433997154;743.9136954024434;0.016755808729385535;608.3271948620677;743.9136954024434;167.59846433997154;693.2764072091014;693.2764072091014;167.59846433997154;167.59846433997154;693.2764072091014;0.24174840308595935;167.59846433997154;693.2764072091014;0.24174840308595935;167.59846433997154;2.2193332687506704;0.0;0.0;4.4777;51.9244;608.3271948620677;0.0;13.325305568777866;51.705040441273546;-67.79325027018785;153.2753093845202;3.4089475898869677;53.28474527435554;676.1204451322556;153.2753093845202;14.565136281046389;53.008297852682404
1414;177;D_far;D;D;one small cluster per hub;650.9056152775884;377.21144184470177;810.0920488126576;0.08918742417142766;650.9056152775884;810.0920488126576;377.21144184470177;818.2798636911725;818.2798636911725;377.21144184470177;377.21144184470177;818.2798636911725;0.4609809657824665;377.21144184470177;818.2798636911725;0.4609809657824665;377.21144184470177;1.0737903983651869;0.0;0.0;4.4777;51.9244;650.9056152775884;0.0;13.931679603143289;51.62746784010416;-79.59321676753461;368.7185806318351;3.1312819482867122;55.22098018974296;730.498832045123;368.7185806318351;15.83722610930812;54.82219341605814
1415;177;C_near;C;C2;both small midway between the hubs;833.2918578758836;420.16594633460045;162.34094463288784;0.010863517940720158;833.2918578758836;162.34094463288784;428.79384562127865;420.16594633460045;428.79384562127865;420.16594633460045;420.16594633460045;428.79384562127865;0.979878677423233;420.16594633460045;428.79384562127865;0.979878677423233;420.16594633460045;0.19318669926620746;0.0;0.0;4.4777;51.9244;833.2918578758836;0.0;16.554126165857152;51.44400121111163;421.0409914326755;81.17047231644392;10.690254411714635;52.56500969385669;421.0409914326755;-81.17047231644392;10.536047334865247;51.10813522058154
1416;177;C_far;C;C1;both small midway between the hubs;944.6505099534988;497.9689761996269;325.14893133193254;0.04585912904576617;944.6505099534988;325.14893133193254;497.9689761996269;501.07434417927834;497.9689761996269;501.07434417927834;497.9689761996269;501.07434417927834;0.9938025803641218;497.9689761996269;501.07434417927834;0.9938025803641218;497.9689761996269;0.32647508868261915;0.0;0.0;4.4777;51.9244;944.6505099534988;0.0;18.13295758730026;51.26542044993465;470.6831677155347;162.57446566596627;11.521032515818382;53.251968504712394;470.6831677155347;-162.57446566596627;11.153426477244198;50.336532882952
1417;178;A_near;A;A;both small near Large_cluster1 (the larger hub);887.845189217478;227.31472216546535;301.6941207461059;0.030564413115484967;887.845189217478;301.6941207461059;227.31472216546535;733.4740337035698;227.31472216546535;733.4740337035698;227.31472216546535;733.4740337035698;0.30991515952878784;227.31472216546535;733.4740337035698;0.30991515952878784;227.31472216546535;0.6636044464522162;0.0;0.0;4.4777;51.9244;887.845189217478;0.0;17.333738844962532;51.37716277082052;170.0504257271096;150.84706037305295;6.989588131141609;53.28533974506863;170.0504257271096;-150.84706037305295;6.927228717440257;50.572260829993446
1418;178;A_far;A;A;both small near Large_cluster1 (the larger hub);1181.571015715599;412.8393352031708;815.388451050967;0.08146853685786937;1181.571015715599;815.388451050967;412.8393352031708;1188.6974003225166;412.8393352031708;1188.6974003225166;412.8393352031708;1188.6974003225166;0.3473039775229251;412.8393352031708;1188.6974003225166;0.3473039775229251;412.8393352031708;0.9875372590764511;0.0;0.0;4.4777;51.9244;1181.571015715599;0.0;21.489206144427964;50.94185566725991;64.97488102468692;407.6942255254835;5.3380760153045745;55.60152515031592;64.97488102468692;-407.6942255254835;5.479906629635689;48.268345146793614
1419;178;B_near;B;B;both small near Large_cluster2 (the smaller hub);887.845189217478;227.31472216546535;301.6941207461059;0.030564413272713864;887.845189217478;301.6941207461059;733.4740337035698;227.3147221654653;733.4740337035698;227.3147221654653;227.3147221654653;733.4740337035698;0.3099151595287878;227.3147221654653;733.4740337035698;0.3099151595287878;227.3147221654653;0.6636044464522164;0.0;0.0;4.4777;51.9244;887.845189217478;0.0;17.376622066937102;51.559923832594365;717.7947634903685;150.84706037305295;15.155432059536775;53.08837427198731;717.7947634903685;-150.84706037305295;14.715611614019721;50.388712287356526
1420;178;B_far;B;B;both small near Large_cluster2 (the smaller hub);1181.571015715599;412.8393352031708;815.388451050967;0.08146853631819795;1181.571015715599;815.388451050967;1188.6974003225166;412.8393352031708;1188.6974003225166;412.8393352031708;412.8393352031708;1188.6974003225166;0.3473039775229251;412.8393352031708;1188.6974003225166;0.3473039775229251;412.8393352031708;0.9875372590764511;0.0;0.0;4.4777;51.9244;1181.571015715599;0.0;21.534350443824945;51.08066909773003;1116.596134690912;407.6942255254835;21.78798558858334;54.78957843789969;1116.596134690912;-407.6942255254835;19.63984582977534;47.57960442520328
1421;178;D_near;D;D;one small cluster per hub;1360.6424308381975;334.72896590828896;896.4218989014626;0.07180416178050564;1360.6424308381975;896.4218989014626;334.72896590828896;1154.0160970263419;1154.0160970263419;334.72896590828896;334.72896590828896;1154.0160970263419;0.290055716528405;334.72896590828896;1154.0160970263419;0.290055716528405;334.72896590828896;1.339026481423585;0.0;0.0;4.4777;51.9244;1360.6424308381975;0.0;24.056299906479023;50.81292164514263;232.11026596836746;241.18106279334245;7.867718287824236;54.13999418488942;1128.53216486983;241.18106279334245;21.45971646537408;53.36601747107214
1422;178;D_far;D;D;one small cluster per hub;1102.1353791467845;489.557908475399;439.6728097461164;0.08558143432185261;1102.1353791467845;439.6728097461164;489.557908475399;851.0263830345539;851.0263830345539;489.557908475399;489.557908475399;851.0263830345539;0.5752558536784185;489.557908475399;851.0263830345539;0.5752558536784185;489.557908475399;0.4490508703202888;0.0;0.0;4.4777;51.9244;1102.1353791467845;0.0;20.450557371596208;51.34146232389808;331.2312847003341;360.4896417188341;9.392439373686303;55.223332646726035;770.9040944464505;360.4896417188341;16.29027975765215;54.97084446795641
1423;178;C_near;C;C2;both small midway between the hubs;459.4519813545048;288.3927706629038;393.4994767419994;0.020918355934270494;459.4519813545048;393.4994767419994;317.03438498670374;288.3927706629038;317.03438498670374;288.3927706629038;288.3927706629038;317.03438498670374;0.9096577037692578;288.3927706629038;317.03438498670374;0.9096577037692578;288.3927706629038;0.682228399549503;0.0;0.0;4.4777;51.9244;459.4519813545048;0.0;11.173349591221454;51.84543743478403;248.5967451815101;196.7497383709997;8.172182908320703;53.69787556585388;248.5967451815101;-196.7497383709997;8.040424895430068;50.159818559467254
1424;178;C_far;C;C1;both small midway between the hubs;866.8122750706971;435.0167777389288;101.65206054225564;0.0045364488636323586;866.8122750706971;101.65206054225564;435.0167777389288;437.7356288962137;435.0167777389288;437.7356288962137;435.0167777389288;437.7356288962137;0.9937888282840016;435.0167777389288;437.7356288962137;0.9937888282840016;435.0167777389288;0.11683694255496183;0.0;0.0;4.4777;51.9244;866.8122750706971;0.0;17.022342471371523;51.36040446144741;432.0373960217321;50.82603027112782;10.823405393464016;52.26645518833814;432.0373960217321;-50.82603027112782;10.71633718395831;51.35467097187486
1425;179;A_near;A;A;both small near Large_cluster1 (the larger hub);1113.1528581492603;138.50357234477997;227.2939677350223;0.01627272867631291;1113.1528581492603;227.2939677350223;138.50357234477997;1040.2114818453542;138.50357234477997;1040.2114818453542;138.50357234477997;1040.2114818453542;0.1331494362079835;138.50357234477997;1040.2114818453542;0.1331494362079835;138.50357234477997;0.820534676063136;0.0;0.0;4.4777;51.9244;1113.1528581492603;0.0;20.493240546236322;50.948029709122274;79.16819190864068;113.64698386751115;5.637139578748277;52.949906681891676;79.16819190864068;-113.64698386751115;5.6267019953516115;50.90569998433288
1426;179;A_far;A;A;both small near Large_cluster1 (the larger hub);1062.9855949431658;378.59320268034935;522.2410670481622;0.1020322067017787;1062.9855949431658;522.2410670481622;378.59320268034935;830.9466960861527;378.59320268034935;830.9466960861527;378.59320268034935;830.9466960861527;0.4556167133987819;378.59320268034935;830.9466960861527;0.4556167133987819;378.59320268034935;0.6897126828358517;0.0;0.0;4.4777;51.9244;1062.9855949431658;0.0;19.80016291079977;51.06362593357936;274.1329606009889;261.1205335240811;8.631993787600964;54.24143781208911;274.1329606009889;-261.1205335240811;8.330676702533932;49.54789253892816
1427;179;B_near;B;B;both small near Large_cluster2 (the smaller hub);1113.1528581492603;138.50357234477997;227.2939677350223;0.016272742551791453;1113.1528581492603;227.2939677350223;1040.2114818453542;138.50357234477997;1040.2114818453542;138.50357234477997;138.50357234477997;1040.2114818453542;0.1331494362079835;138.50357234477997;1040.2114818453542;0.1331494362079835;138.50357234477997;0.820534676063136;0.0;0.0;4.4777;51.9244;1113.1528581492603;0.0;20.586031338250923;51.247880643011094;1033.9846662406196;113.64698386751115;19.73425318807531;52.37656380207439;1033.9846662406196;-113.64698386751115;19.205216763271736;50.3591898293204
1428;179;B_far;B;B;both small near Large_cluster2 (the smaller hub);1062.9855949431658;378.59320268034935;522.2410670481622;0.10203220662765489;1062.9855949431658;522.2410670481622;830.9466960861527;378.59320268034935;830.9466960861527;378.59320268034935;378.59320268034935;830.9466960861527;0.4556167133987819;378.59320268034935;830.9466960861527;0.4556167133987819;378.59320268034935;0.6897126828358517;0.0;0.0;4.4777;51.9244;1062.9855949431658;0.0;19.890898457390044;51.37887232935087;788.8526343421769;261.1205335240811;16.39705372437965;54.04606564299922;788.8526343421769;-261.1205335240811;15.572113996291154;49.37665488797242
1429;179;D_near;D;D;one small cluster per hub;1235.6731966137886;271.8727182596922;775.4604129120708;0.023559510692393815;1235.6731966137886;775.4604129120708;271.8727182596922;1015.938198024083;1015.938198024083;271.8727182596922;271.8727182596922;1015.938198024083;0.26760753635256795;271.8727182596922;1015.938198024083;0.26760753635256795;271.8727182596922;1.4261460617967425;0.0;0.0;4.4777;51.9244;1235.6731966137886;0.0;22.19361579123793;50.70332465134493;230.10639185085893;144.79579884545316;7.905056199171395;53.20475556946661;1005.5668047629297;144.79579884545316;19.37950540090029;52.411651178656356
